Semana;Categoría;Ranking;Título;Autor;Semanas en ranking;Género
16 de julio 2023;Combined Print & E-Book Fiction;11;THE COVENANT OF WATER;Abraham Verghese;9;Ficción Histórica
16 de julio 2023;Combined Print & E-Book Fiction;12;PALAZZO;Danielle Steel;1;Ficción Contemporánea
16 de julio 2023;Combined Print & E-Book Fiction;13;THE SEVEN HUSBANDS OF EVELYN HUGO;Taylor Jenkins Reid;103;Ficción Histórica
16 de julio 2023;Combined Print & E-Book Fiction;14;THE HOUSEMAID;Freida McFadden;3;Thriller
16 de julio 2023;Combined Print & E-Book Fiction;15;DEMON COPPERHEAD;Barbara Kingsolver;21;Ficción Histórica
16 de julio 2023;Combined Print & E-Book Nonfiction;1;OUTLIVE;Peter Attia with Bill Gifford;14;Ciencia
16 de julio 2023;Combined Print & E-Book Nonfiction;2;THE WAGER;David Grann;11;Historia
16 de julio 2023;Combined Print & E-Book Nonfiction;3;KILLERS OF THE FLOWER MOON;David Grann;83;Historia
16 de julio 2023;Combined Print & E-Book Nonfiction;4;THE BODY KEEPS THE SCORE;Bessel van der Kolk;149;Psicología
16 de julio 2023;Combined Print & E-Book Nonfiction;5;I'M GLAD MY MOM DIED;Jennette McCurdy;47;Autobiografía
16 de julio 2023;Combined Print & E-Book Nonfiction;6;UNBROKEN BONDS OF BATTLE;ohnny Joey Jones;1;Memoria
16 de julio 2023;Combined Print & E-Book Nonfiction;7;THE ART THIEF;Michael Finkel;1;Historia
16 de julio 2023;Combined Print & E-Book Nonfiction;8;CRYING IN H MART;Michelle Zauner;67;Autobiografía
16 de julio 2023;Combined Print & E-Book Nonfiction;9;THE IN-BETWEEN;Hadley Vlahos;3;Memoria
16 de julio 2023;Combined Print & E-Book Nonfiction;10;1964;Paul McCartney;3;Fotografía
16 de julio 2023;Combined Print & E-Book Nonfiction;11;ULTRA-PROCESSED PEOPLE; Chris van Tulleken;1;Ensayo
16 de julio 2023;Combined Print & E-Book Nonfiction;12;AMERICAN WHITELASH;Wesley Lowery;1;Ensayo
16 de julio 2023;Combined Print & E-Book Nonfiction;13;ALL ABOUT LOVE;Bell Hooks;50;Ensayo
16 de julio 2023;Combined Print & E-Book Nonfiction;14;PAGEBOY;Elliot Page;4;Autobiografía
16 de julio 2023;Combined Print & E-Book Nonfiction;15;BRAIDING SWEETGRASS;Robin Wall Kimmerer;83;Naturaleza
23 de julio 2023;Combined Print & E-Book Fiction;1;TOO LATE;Colleen Hoover;2;Thriller
23 de julio 2023;Combined Print & E-Book Fiction;2;FOURTH WING;Rebecca Yarros;10;Fantasía
23 de julio 2023;Combined Print & E-Book Fiction;3;IT ENDS WITH US;Colleen Hoover;108;Romance Contemporáneo
23 de julio 2023;Combined Print & E-Book Fiction;4;THE FIVE-STAR WEEKEND;Elin Hilderbrand;4;Ficción Contemporánea
23 de julio 2023;Combined Print & E-Book Fiction;5;HAPPY PLACE;Emily Henry;11;Romance Contemporáneo
23 de julio 2023;Combined Print & E-Book Fiction;6;LESSONS IN CHEMISTRY;Bonnie Garmus;35;Ficción Histórica
23 de julio 2023;Combined Print & E-Book Fiction;7;IT STARTS WITH US;Colleen Hoover;38;Romance Contemporáneo
23 de julio 2023;Combined Print & E-Book Fiction;8;ICEBREAKER;Hannah Grace;8;Romance Contemporáneo
23 de julio 2023;Combined Print & E-Book Fiction;9;VERITY;Colleen Hoover;83;Thriller psicológico
23 de julio 2023;Combined Print & E-Book Fiction;10;THE HOUSEMAID;Freida McFadden;4;Thriller
23 de julio 2023;Combined Print & E-Book Fiction;11;THE SEVEN HUSBANDS OF EVELYN HUGO;Taylor Jenkins Reid;104;Ficción Histórica
23 de julio 2023;Combined Print & E-Book Fiction;12;THE COVENANT OF WATER;Abraham Verghese;10;Ficción Histórica
23 de julio 2023;Combined Print & E-Book Fiction;13;LOVE, THEORETICALLY;Ali Hazelwood;4;Romance Contemporáneo
23 de julio 2023;Combined Print & E-Book Fiction;14;DEMON COPPERHEAD;Barbara Kingsolver;22;Ficción Histórica
23 de julio 2023;Combined Print & E-Book Fiction;15;UGLY LOVE;Colleen Hoover;66;Romance Contemporáneo
23 de julio 2023;Combined Print & E-Book Nonfiction;1;KILLERS OF THE FLOWER MOON;David Grann;84;Historia
23 de julio 2023;Combined Print & E-Book Nonfiction;2;THE WAGER;David Grann;12;Historia
23 de julio 2023;Combined Print & E-Book Nonfiction;3;OUTLIVE;Peter Attia with Bill Gifford;15;Ciencia
23 de julio 2023;Combined Print & E-Book Nonfiction;4;THE BODY KEEPS THE SCORE;Bessel van der Kolk;150;Psicología
23 de julio 2023;Combined Print & E-Book Nonfiction;5;UNBROKEN BONDS OF BATTLE;Johnny Joey Jones;2;Memoria
23 de julio 2023;Combined Print & E-Book Nonfiction;6;I'M GLAD MY MOM DIED;Jennette McCurdy;48;Autobiografía
23 de julio 2023;Combined Print & E-Book Nonfiction;7;THE ART THIEF;Michael Finkel;2;Historia
23 de julio 2023;Combined Print & E-Book Nonfiction;8;THE IN-BETWEEN;Hadley Vlahos;4;Memoria
23 de julio 2023;Combined Print & E-Book Nonfiction;9;CRYING IN H MART;Michelle Zauner;68;Autobiografía
23 de julio 2023;Combined Print & E-Book Nonfiction;10;1964;Paul McCartney;4;Fotografía
23 de julio 2023;Combined Print & E-Book Nonfiction;11;AMERICAN PROMETHEUS;Kai Bird and Martin J. Sherwin;1;Biografía
23 de julio 2023;Combined Print & E-Book Nonfiction;12;ALL ABOUT LOVE;Bell Hooks;51;Ensayo
23 de julio 2023;Combined Print & E-Book Nonfiction;13;PAGEBOY;Elliot Page;5;Autobiografía
23 de julio 2023;Combined Print & E-Book Nonfiction;14;BRAIDING SWEETGRASS;Robin Wall Kimmerer;84;Naturaleza
23 de julio 2023;Combined Print & E-Book Nonfiction;15;HAPPY-GO-LUCKY;David Sedaris;12;Autobiografía
30 de julio 2023;Combined Print & E-Book Fiction;1;FOURTH WING;Rebecca Yarros;11;Fantasía
30 de julio 2023;Combined Print & E-Book Fiction;2;TOO LATE;Colleen Hoover;3;Thriller
30 de julio 2023;Combined Print & E-Book Fiction;3;OBSESSED; James Patterson and James O. Born;1;Thriller
30 de julio 2023;Combined Print & E-Book Fiction;4;IT ENDS WITH US;Colleen Hoover;109;Romance Contemporáneo
30 de julio 2023;Combined Print & E-Book Fiction;5;IT STARTS WITH US;Colleen Hoover;39;Romance Contemporáneo
30 de julio 2023;Combined Print & E-Book Fiction;6;LESSONS IN CHEMISTRY;Bonnie Garmus;36;Ficción Histórica
30 de julio 2023;Combined Print & E-Book Fiction;7;HAPPY PLACE;Emily Henry;12;Romance Contemporáneo
30 de julio 2023;Combined Print & E-Book Fiction;8;VERITY;Colleen Hoover;84;Thriller psicológico
30 de julio 2023;Combined Print & E-Book Fiction;9;THE FIVE-STAR WEEKEND;Elin Hilderbrand;5;Ficción Contemporánea
30 de julio 2023;Combined Print & E-Book Fiction;10;THE COVENANT OF WATER;Abraham Verghese;5;Ficción Histórica
30 de julio 2023;Combined Print & E-Book Fiction;11;THE HOUSEMAID;Freida McFadden;5;Thriller
30 de julio 2023;Combined Print & E-Book Fiction;12;ICEBREAKER;Hannah Grace;9;Romance Contemporáneo
30 de julio 2023;Combined Print & E-Book Fiction;13;THE SEVEN HUSBANDS OF EVELYN HUGO;Taylor Jenkins Reid;105;Ficción Histórica
30 de julio 2023;Combined Print & E-Book Fiction;14;UGLY LOVE;Colleen Hoover;67;Romance Contemporáneo
30 de julio 2023;Combined Print & E-Book Fiction;15;TWISTED LOVE;Ana Huang;2;Romance Contemporáneo
30 de julio 2023;Combined Print & E-Book Nonfiction;1;BEYOND THE STORY;BTS and Myeongseok Kang;1;Biografía
30 de julio 2023;Combined Print & E-Book Nonfiction;2;AMERICAN PROMETHEUS;Kai Bird and Martin J. Sherwin;2;Biografía
30 de julio 2023;Combined Print & E-Book Nonfiction;3;KILLERS OF THE FLOWER MOON;David Grann;85;Historia
30 de julio 2023;Combined Print & E-Book Nonfiction;4;OUTLIVE;Peter Attia with Bill Gifford;16;Ciencia
30 de julio 2023;Combined Print & E-Book Nonfiction;5;THE WAGER;David Grann;13;Historia
30 de julio 2023;Combined Print & E-Book Nonfiction;6;THE BODY KEEPS THE SCORE;Bessel van der Kolk;151;Psicología
30 de julio 2023;Combined Print & E-Book Nonfiction;7;I'M GLAD MY MOM DIED;Jennette McCurdy;49;Autobiografía
30 de julio 2023;Combined Print & E-Book Nonfiction;8;UNBROKEN BONDS OF BATTLE;Johnny Joey Jones;3;Memoria
30 de julio 2023;Combined Print & E-Book Nonfiction;9;THE HEAT WILL KILL YOU FIRST;Jeff Goodell;1;Ensayo
30 de julio 2023;Combined Print & E-Book Nonfiction;10;ALL ABOUT LOVE;Bell Hooks;52;Ensayo
30 de julio 2023;Combined Print & E-Book Nonfiction;11;THE ART THIEF;Michael Finkel;3;Historia
30 de julio 2023;Combined Print & E-Book Nonfiction;12;BRAIDING SWEETGRASS;Robin Wall Kimmerer;85;Naturaleza
30 de julio 2023;Combined Print & E-Book Nonfiction;13;CRYING IN H MART;Michelle Zauner;69;Autobiografía
30 de julio 2023;Combined Print & E-Book Nonfiction;14;THE IN-BETWEEN;Hadley Vlahos;5;Memoria
30 de julio 2023;Combined Print & E-Book Nonfiction;15;PAGEBOY;Elliot Page;6;Autobiografía
6 de agosto 2023;Combined Print & E-Book Fiction;1;THE COLLECTOR;Daniel Silva;1;Thriller
6 de agosto 2023;Combined Print & E-Book Fiction;2;FOURTH WING;Rebecca Yarros;12;Fantasía
6 de agosto 2023;Combined Print & E-Book Fiction;3;TOO LATE;Colleen Hoover;4;Thriller
6 de agosto 2023;Combined Print & E-Book Fiction;4;IT ENDS WITH US;Colleen Hoover;110;Romance Contemporáneo
6 de agosto 2023;Combined Print & E-Book Fiction;5;LESSONS IN CHEMISTRY;Bonnie Garmus;37;Ficción Histórica
6 de agosto 2023;Combined Print & E-Book Fiction;6;A SOUL OF ASH AND BLOOD;Jennifer L. Armentrout;1;Fantasía
6 de agosto 2023;Combined Print & E-Book Fiction;7;THE COVENANT OF WATER;Abraham Verghese;12;Ficción Histórica
6 de agosto 2023;Combined Print & E-Book Fiction;8;IT STARTS WITH US;Colleen Hoover;40;Romance Contemporáneo
6 de agosto 2023;Combined Print & E-Book Fiction;9;ICEBREAKER;Hannah Grace;10;Romance Contemporáneo
6 de agosto 2023;Combined Print & E-Book Fiction;10;THE HOUSEMAID;Freida McFadden;6;Thriller
6 de agosto 2023;Combined Print & E-Book Fiction;11;VERITY;Colleen Hoover;85;Thriller psicológico
6 de agosto 2023;Combined Print & E-Book Fiction;12;HAPPY PLACE;Emily Henry;13;Romance Contemporáneo
6 de agosto 2023;Combined Print & E-Book Fiction;13;THE SEVEN HUSBANDS OF EVELYN HUGO;Taylor Jenkins Reid;106;Ficción Histórica
6 de agosto 2023;Combined Print & E-Book Fiction;14;THE FIVE-STAR WEEKEND;Elin Hilderbrand;6;Ficción Contemporánea
6 de agosto 2023;Combined Print & E-Book Fiction;15;CROOK MANIFESTO;Colson Whitehead;1;Ficción Contemporánea
6 de agosto 2023;Combined Print & E-Book Nonfiction;1;AMERICAN PROMETHEUS;Kai Bird and Martin J. Sherwin;3;Biografía
6 de agosto 2023;Combined Print & E-Book Nonfiction;2;KILLERS OF THE FLOWER MOON;David Grann;86;Historia
6 de agosto 2023;Combined Print & E-Book Nonfiction;3;JACKIE;J. Randy Taraborrelli;1;Biografía
6 de agosto 2023;Combined Print & E-Book Nonfiction;4;OUTLIVE;Peter Attia with Bill Gifford;17;Ciencia
6 de agosto 2023;Combined Print & E-Book Nonfiction;5;THE WAGER;David Grann;14;Historia
6 de agosto 2023;Combined Print & E-Book Nonfiction;6;BEYOND THE STORY;BTS and Myeongseok Kang;2;Biografía
6 de agosto 2023;Combined Print & E-Book Nonfiction;7;THE BODY KEEPS THE SCORE;Bessel van der Kolk;152;Psicología
6 de agosto 2023;Combined Print & E-Book Nonfiction;8;THE FOURTH TURNING IS HERE;Neil Howe;1;Ensayo
6 de agosto 2023;Combined Print & E-Book Nonfiction;9;BLOWBACK;Miles Taylor;1;Política
6 de agosto 2023;Combined Print & E-Book Nonfiction;10;I'M GLAD MY MOM DIED;Jennette McCurdy;50;Autobiografía
6 de agosto 2023;Combined Print & E-Book Nonfiction;11;EASY MONEY;Ben McKenzie with Jacob Silverman;1;Ensayo
6 de agosto 2023;Combined Print & E-Book Nonfiction;12;AMERICA'S CULTURAL REVOLUTION;Christopher F. Rufo;1;Ensayo
6 de agosto 2023;Combined Print & E-Book Nonfiction;13;YOU WILL OWN NOTHING; Carol Roth;1;Ensayo
6 de agosto 2023;Combined Print & E-Book Nonfiction;14;THE HEAT WILL KILL YOU FIRST;Jeff Goodell;2;Ensayo
6 de agosto 2023;Combined Print & E-Book Nonfiction;15;THE IN-BETWEEN;Hadley Vlahos;6;Memoria
13 de agosto 2023;Combined Print & E-Book Fiction;1;FOURTH WING;Rebecca Yarros;13;Fantasía
13 de agosto 2023;Combined Print & E-Book Fiction;2;DEAD FALL;Brad Thor;1;Thriller
13 de agosto 2023;Combined Print & E-Book Fiction;3;LIGHT BRINGER;Pierce Brown;1;Ciencia Ficción
13 de agosto 2023;Combined Print & E-Book Fiction;4;TOO LATE;Colleen Hoover;5;Thriller
13 de agosto 2023;Combined Print & E-Book Fiction;5;IT ENDS WITH US;Colleen Hoover;111;Romance Contemporáneo
13 de agosto 2023;Combined Print & E-Book Fiction;6;LESSONS IN CHEMISTRY;Bonnie Garmus;38;Ficción histórica
13 de agosto 2023;Combined Print & E-Book Fiction;7;THE COVENANT OF WATER;Abraham Verghese;13;Ficción Histórica
13 de agosto 2023;Combined Print & E-Book Fiction;8;THE COLLECTOR;Daniel Silva;2;Thriller
13 de agosto 2023;Combined Print & E-Book Fiction;9;IT STARTS WITH US;Colleen Hoover;41;Romance Contemporáneo
13 de agosto 2023;Combined Print & E-Book Fiction;10;VERITY;Colleen Hoover;86;Thriller psicológico
13 de agosto 2023;Combined Print & E-Book Fiction;11;ICEBREAKER;Hannah Grace;11;Romance Contemporáneo
13 de agosto 2023;Combined Print & E-Book Fiction;12;THE HOUSEMAID;Freida McFadden;7;Thriller
13 de agosto 2023;Combined Print & E-Book Fiction;13;HAPPY PLACE;Emily Henry;14;Romance Contemporáneo
13 de agosto 2023;Combined Print & E-Book Fiction;14;DEMON COPPERHEAD;Barbara Kingsolver;23;Ficción Histórica
13 de agosto 2023;Combined Print & E-Book Fiction;15;THE SEVEN HUSBANDS OF EVELYN HUGO;Taylor Jenkins Reid;107;Ficción Histórica
13 de agosto 2023;Combined Print & E-Book Nonfiction;1;AMERICAN PROMETHEUS;Kai Bird and Martin J. Sherwin;4;Biografía
13 de agosto 2023;Combined Print & E-Book Nonfiction;2;THE WAGER;David Grann;15;Historia
13 de agosto 2023;Combined Print & E-Book Nonfiction;3;KILLERS OF THE FLOWER MOON;David Grann;87;Historia
13 de agosto 2023;Combined Print & E-Book Nonfiction;4;OUTLIVE;Peter Attia with Bill Gifford;18;Ciencia
13 de agosto 2023;Combined Print & E-Book Nonfiction;5;THE BODY KEEPS THE SCORE;Bessel van der Kolk;153;Psicología
13 de agosto 2023;Combined Print & E-Book Nonfiction;6;I'M GLAD MY MOM DIED;Jennette McCurdy;51;Autobiografía
13 de agosto 2023;Combined Print & E-Book Nonfiction;7;BEYOND THE STORY;BTS and Myeongseok Kang;3;Biografía
13 de agosto 2023;Combined Print & E-Book Nonfiction;8;THE KING OF LATE NIGHT;Greg Gutfeld;1;Ensayo
13 de agosto 2023;Combined Print & E-Book Nonfiction;9;BLOWBACK;Miles Taylor;2;Política
13 de agosto 2023;Combined Print & E-Book Nonfiction;10;JACKIE;J. Randy Taraborrelli;2;Biografía
13 de agosto 2023;Combined Print & E-Book Nonfiction;11;THE IN-BETWEEN;Hadley Vlahos;7;Memoria
13 de agosto 2023;Combined Print & E-Book Nonfiction;12;BROTHERS AND SISTERS;Alan Paul;1;Biografía
13 de agosto 2023;Combined Print & E-Book Nonfiction;13;THE ART THIEF;Michael Finkel;4;Historia
13 de agosto 2023;Combined Print & E-Book Nonfiction;14;BRAIDING SWEETGRASS;Robin Wall Kimmerer;86;Naturaleza
13 de agosto 2023;Combined Print & E-Book Nonfiction;15;ALL ABOUT LOVE;Bell Hooks;54;Ensayo
20 de agosto 2023;Combined Print & E-Book Fiction;1;TOM LAKE;Ann Patchett;1;Ficción Contemporánea
20 de agosto 2023;Combined Print & E-Book Fiction;2;FOURTH WING;Rebecca Yarros;14;Fantasía
20 de agosto 2023;Combined Print & E-Book Fiction;3;OUT OF NOWHERE;Sandra Brown;1;Thriller
20 de agosto 2023;Combined Print & E-Book Fiction;4;TOO LATE;Colleen Hoover;6;Thriller
20 de agosto 2023;Combined Print & E-Book Fiction;5;IT ENDS WITH US;Colleen Hoover;112;Romance Contemporáneo
20 de agosto 2023;Combined Print & E-Book Fiction;6;LESSONS IN CHEMISTRY;Bonnie Garmus;39;Ficción Histórica
20 de agosto 2023;Combined Print & E-Book Fiction;7;THE COVENANT OF WATER;Abraham Verghese;14;Ficción Histórica
20 de agosto 2023;Combined Print & E-Book Fiction;8;THE HOUSEMAID;Freida McFadden;8;Thriller
20 de agosto 2023;Combined Print & E-Book Fiction;9;IT STARTS WITH US;Colleen Hoover;42;Romance Contemporáneo
20 de agosto 2023;Combined Print & E-Book Fiction;10;VERITY;Colleen Hoover;87;Thriller psicológico
20 de agosto 2023;Combined Print & E-Book Fiction;11;ICEBREAKER;Hannah Grace;12;Romance Contemporáneo
20 de agosto 2023;Combined Print & E-Book Fiction;12;DEMON COPPERHEAD;Barbara Kingsolver;24;Ficción Histórica
20 de agosto 2023;Combined Print & E-Book Fiction;13;DEAD FALL;Brad Thor;2;Thriller
20 de agosto 2023;Combined Print & E-Book Fiction;14;THE COLLECTOR;Daniel Silva;3;Thriller
20 de agosto 2023;Combined Print & E-Book Fiction;15;HAPPY PLACE;Emily Henry;15;Romance Contemporáneo
20 de agosto 2023;Combined Print & E-Book Nonfiction;1;AMERICAN PROMETHEUS;Kai Bird and Martin J. Sherwin;5;Biografía
20 de agosto 2023;Combined Print & E-Book Nonfiction;2;KILLERS OF THE FLOWER MOON;David Grann;88;Historia
20 de agosto 2023;Combined Print & E-Book Nonfiction;3;OUTLIVE;Peter Attia with Bill Gifford;19;Ciencia
20 de agosto 2023;Combined Print & E-Book Nonfiction;4;THE WAGER;David Grann;16;Historia
20 de agosto 2023;Combined Print & E-Book Nonfiction;5;THE BODY KEEPS THE SCORE;Bessel van der Kolk;154;Psicología
20 de agosto 2023;Combined Print & E-Book Nonfiction;6;I'M GLAD MY MOM DIED;Jennette McCurdy;52;Autobiografía
20 de agosto 2023;Combined Print & E-Book Nonfiction;7;EVERYTHING I KNOW ABOUT LOVE;Dolly Alderton;1;Memoria
20 de agosto 2023;Combined Print & E-Book Nonfiction;8;BEYOND THE STORY;BTS and Myeongseok Kang;4;Biografía
20 de agosto 2023;Combined Print & E-Book Nonfiction;9;BRAIDING SWEETGRASS;Robin Wall Kimmerer;87;Naturaleza
20 de agosto 2023;Combined Print & E-Book Nonfiction;10;THE UNDERWORLD;Susan Casey;1;Ciencia
20 de agosto 2023;Combined Print & E-Book Nonfiction;11;ALL ABOUT LOVE;Bell Hooks;54;Ensayo
20 de agosto 2023;Combined Print & E-Book Nonfiction;12;THE IN-BETWEEN;Hadley Vlahos;8;Memoria
20 de agosto 2023;Combined Print & E-Book Nonfiction;13;WHAT AN OWL KNOWS;Jennifer Ackerman;1;Ciencia
20 de agosto 2023;Combined Print & E-Book Nonfiction;14;CRYING IN H MART;Michelle Zauner;70;Autobiografía
20 de agosto 2023;Combined Print & E-Book Nonfiction;15;BORN A CRIME;Trevor Noah;89;Memoria
27 de agosto 2023;Combined Print & E-Book Fiction;1;FOURTH WING;Rebecca Yarros;15;Fantasía
27 de agosto 2023;Combined Print & E-Book Fiction;2;TOM LAKE;Ann Patchett;2;Ficción Contemporánea
27 de agosto 2023;Combined Print & E-Book Fiction;3;HAPPINESS;Danielle Steel;1;Ficción Contemporánea
27 de agosto 2023;Combined Print & E-Book Fiction;4;NONE OF THIS IS TRUE;Lisa Jewell;1;Thriller
27 de agosto 2023;Combined Print & E-Book Fiction;5;THE HEAVEN & EARTH GROCERY STORE; James McBride;1;Ficción Contemporánea
27 de agosto 2023;Combined Print & E-Book Fiction;6;TOO LATE;Colleen Hoover;7;Thriller
27 de agosto 2023;Combined Print & E-Book Fiction;7;LESSONS IN CHEMISTRY;Bonnie Garmus;40;Ficción histórica
27 de agosto 2023;Combined Print & E-Book Fiction;8;IT ENDS WITH US;Colleen Hoover;113;Romance Contemporáneo
27 de agosto 2023;Combined Print & E-Book Fiction;9;THE HOUSEMAID;Freida McFadden;9;Thriller
27 de agosto 2023;Combined Print & E-Book Fiction;10;THE COVENANT OF WATER;Abraham Verghese;15;Ficción histórica
27 de agosto 2023;Combined Print & E-Book Fiction;11;IT STARTS WITH US;Colleen Hoover;43;Romance Contemporáneo
27 de agosto 2023;Combined Print & E-Book Fiction;12;CRUEL SEDUCTION;Katee Robert;1;Romance Contemporáneo
27 de agosto 2023;Combined Print & E-Book Fiction;13;VERITY;Colleen Hoover;88;Thriller psicológico
27 de agosto 2023;Combined Print & E-Book Fiction;14;ICEBREAKER;Hannah Grace;13;Romance Contemporáneo
27 de agosto 2023;Combined Print & E-Book Fiction;15;DEMON COPPERHEAD;Barbara Kingsolver;25;Ficción histórica
27 de agosto 2023;Combined Print & E-Book Nonfiction;1;AMERICAN PROMETHEUS;Kai Bird and Martin J. Sherwin;6;Biografía
27 de agosto 2023;Combined Print & E-Book Nonfiction;2;KILLERS OF THE FLOWER MOON;David Grann;89;Historia
27 de agosto 2023;Combined Print & E-Book Nonfiction;3;OUTLIVE;Peter Attia with Bill Gifford;20;Ciencia
27 de agosto 2023;Combined Print & E-Book Nonfiction;4;THE WAGER;David Grann;17;Historia
27 de agosto 2023;Combined Print & E-Book Nonfiction;5;THE BODY KEEPS THE SCORE;Bessel van der Kolk;155;Psicología
27 de agosto 2023;Combined Print & E-Book Nonfiction;6;I'M GLAD MY MOM DIED;Jennette McCurdy;53;Autobiografía
27 de agosto 2023;Combined Print & E-Book Nonfiction;7;EVERYTHING I KNOW ABOUT LOVE;Dolly Alderton;2;Memoria
27 de agosto 2023;Combined Print & E-Book Nonfiction;8;BRAIDING SWEETGRASS;Robin Wall Kimmerer;88;Naturaleza
27 de agosto 2023;Combined Print & E-Book Nonfiction;9;THE IN-BETWEEN;Hadley Vlahos;9;Memoria
27 de agosto 2023;Combined Print & E-Book Nonfiction;10;BEYOND THE STORY;BTS and Myeongseok Kang;5;Biografía
27 de agosto 2023;Combined Print & E-Book Nonfiction;11;BORN A CRIME;Trevor Noah;90;Memoria
27 de agosto 2023;Combined Print & E-Book Nonfiction;12;ALL ABOUT LOVE;Bell Hooks;55;Ensayo
27 de agosto 2023;Combined Print & E-Book Nonfiction;13;PRISONERS OF THE CASTLE;Ben Macintyre;2;Historia
27 de agosto 2023;Combined Print & E-Book Nonfiction;14;CRYING IN H MART;Michelle Zauner;71;Autobiografía
27 de agosto 2023;Combined Print & E-Book Nonfiction;15;THE GLASS CASTLE;Jeannette Walls;62;Memoria
3 de septiembre 2023;Combined Print & E-Book Fiction;1;TOM LAKE;Ann Patchett;3;Ficción Contemporánea
3 de septiembre 2023;Combined Print & E-Book Fiction;2;FOURTH WING;Rebecca Yarros;16;Fantasía
3 de septiembre 2023;Combined Print & E-Book Fiction;3;RED, WHITE AND ROYAL BLUE;Casey McQuiston;1;Romance Contemporáneo
3 de septiembre 2023;Combined Print & E-Book Fiction;4;TOO LATE;Colleen Hoover;8;Thriller
3 de septiembre 2023;Combined Print & E-Book Fiction;5;LION & LAMB;James Patterson and Duane Swierczynski;1;Thriller
3 de septiembre 2023;Combined Print & E-Book Fiction;6;THE HOUSEMAID;Freida McFadden;10;Thriller
3 de septiembre 2023;Combined Print & E-Book Fiction;7;LESSONS IN CHEMISTRY;Bonnie Garmus;41;Ficción Histórica
3 de septiembre 2023;Combined Print & E-Book Fiction;8;IT ENDS WITH US;Colleen Hoover;114;Romance Contemporáneo
3 de septiembre 2023;Combined Print & E-Book Fiction;9;ICEBREAKER;Hannah Grace;14;Romance Contemporáneo
3 de septiembre 2023;Combined Print & E-Book Fiction;10;TIDES OF FIRE;James Rollins;1;Thriller
3 de septiembre 2023;Combined Print & E-Book Fiction;11;IT STARTS WITH US;Colleen Hoover;44;Romance Contemporáneo
3 de septiembre 2023;Combined Print & E-Book Fiction;12;THE COVENANT OF WATER;Abraham Verghese;16;Ficción Histórica
3 de septiembre 2023;Combined Print & E-Book Fiction;13;VERITY;Colleen Hoover;89;Thriller psicológico
3 de septiembre 2023;Combined Print & E-Book Fiction;14;DEMON COPPERHEAD;Barbara Kingsolver;26;Ficción Histórica
3 de septiembre 2023;Combined Print & E-Book Fiction;15;NONE OF THIS IS TRUE;Lisa Jewell;2;Thriller
3 de septiembre 2023;Combined Print & E-Book Nonfiction;1;AMERICAN PROMETHEUS;Kai Bird and Martin J. Sherwin;7;Biografía
3 de septiembre 2023;Combined Print & E-Book Nonfiction;2;KILLERS OF THE FLOWER MOON;David Grann;90;Historia
3 de septiembre 2023;Combined Print & E-Book Nonfiction;3;OUTLIVE;Peter Attia with Bill Gifford;21;Ciencia
3 de septiembre 2023;Combined Print & E-Book Nonfiction;4;THE BODY KEEPS THE SCORE;Bessel van der Kolk;156;Psicología
3 de septiembre 2023;Combined Print & E-Book Nonfiction;5;THE WAGER;David Grann;18;Historia
3 de septiembre 2023;Combined Print & E-Book Nonfiction;6;I'M GLAD MY MOM DIED;Jennette McCurdy;54;Autobiografía
3 de septiembre 2023;Combined Print & E-Book Nonfiction;7;EDUCATED;Tara Westover;149;Memoria
3 de septiembre 2023;Combined Print & E-Book Nonfiction;8;CRYING IN H MART;Michelle Zauner;72;Autobiografía
3 de septiembre 2023;Combined Print & E-Book Nonfiction;9;BORN A CRIME;Trevor Noah;91;Memoria
3 de septiembre 2023;Combined Print & E-Book Nonfiction;10;BRAIDING SWEETGRASS;Robin Wall Kimmerer;89;Naturaleza
3 de septiembre 2023;Combined Print & E-Book Nonfiction;11;QUANTUM SUPREMACY;Michio Kaku;11;Ciencia
3 de septiembre 2023;Combined Print & E-Book Nonfiction;12;THINK AGAIN;Adam Grant;21;Autoayuda
3 de septiembre 2023;Combined Print & E-Book Nonfiction;13;EVERYTHING I KNOW ABOUT LOVE;Dolly Alderton;3;Memoria
3 de septiembre 2023;Combined Print & E-Book Nonfiction;14;ALL ABOUT LOVE;Bell Hooks;56;Ensayo
3 de septiembre 2023;Combined Print & E-Book Nonfiction;15;BEYOND THE STORY;BTS and Myeongseok Kang;6;Biografía
10 de septiembre 2023;Combined Print & E-Book Fiction;1;FOURTH WING;Rebecca Yarros;17;Fantasía
10 de septiembre 2023;Combined Print & E-Book Fiction;2;DEAD MOUNTAIN;Douglas Preston and Lincoln Child;1;Thriller
10 de septiembre 2023;Combined Print & E-Book Fiction;3;TOM LAKE;Ann Patchett;4;Ficción Contemporánea
10 de septiembre 2023;Combined Print & E-Book Fiction;4;AFTER THAT NIGHT;Karin Slaughter;1;Thriller
10 de septiembre 2023;Combined Print & E-Book Fiction;5;THE HOUSEMAID;Freida McFadden;11;Thriller
10 de septiembre 2023;Combined Print & E-Book Fiction;6;TOO LATE;Colleen Hoover;9;Thriller
10 de septiembre 2023;Combined Print & E-Book Fiction;7;SHADOW DANCE;Christine Feehan;1;Romance Contemporáneo
10 de septiembre 2023;Combined Print & E-Book Fiction;8;LESSONS IN CHEMISTRY;Bonnie Garmus;42;Ficción histórica
