Semana;Categoría;Ranking;Título;Autor;Semanas en ranking;Género
17 de julio 2022;Combined Print & E-Book Fiction;14;ALL YOUR PERFECTS;Colleen Hoover;4;Romance
17 de julio 2022;Combined Print & E-Book Fiction;15;MALIBU RISING;Taylor Jenkins Reid;19;Romance
17 de julio 2022;Combined Print & E-Book Nonfiction;1;BATTLE FOR THE AMERICAN MIND;Pete Hegseth with David Goodwin;3;Ensayo
17 de julio 2022;Combined Print & E-Book Nonfiction;2;WHY WE DID IT;Tim Miller;1;Política
17 de julio 2022;Combined Print & E-Book Nonfiction;3;THE BODY KEEPS THE SCORE;Bessel Van Der Kolk;97;Autoayuda
17 de julio 2022;Combined Print & E-Book Nonfiction;4;HAPPY-GO-LUCKY;David Sedaris;6;Autobiografía
17 de julio 2022;Combined Print & E-Book Nonfiction;5;AN INMENSE WORLD;Ed Yong;2;Ciencia
17 de julio 2022;Combined Print & E-Book Nonfiction;6;FINDING ME;Viola Davis;10;Autobiografía
17 de julio 2022;Combined Print & E-Book Nonfiction;7;ROGUES;Patrick Radden Keefe;1;Biografía
17 de julio 2022;Combined Print & E-Book Nonfiction;8;KILLING THE KILLERS;Bill O'Reilly and Martin Dugard;9;Historia
17 de julio 2022;Combined Print & E-Book Nonfiction;9;CRYING IN H MART;Michelle Zauner;40;Autobiografía
17 de julio 2022;Combined Print & E-Book Nonfiction;10;THE END OF THE WORLD IS JUST THE BEGINNING;Peter Zeihan;3;Ensayo
17 de julio 2022;Combined Print & E-Book Nonfiction;11;JAMES PATTERSON;James Patterson;4;Autobiografía
17 de julio 2022;Combined Print & E-Book Nonfiction;12;I'D LIKE TO PLAY ALONE, PLEASE;Tom Segura ;3;Autobiografía
17 de julio 2022;Combined Print & E-Book Nonfiction;13;BRAIDING SWEETGRASS;Robin Wall Kimmerer;43; Autoayuda
17 de julio 2022;Combined Print & E-Book Nonfiction;14;NOT MY FIRST RODEO;Kristi Noem ;1;Política
17 de julio 2022;Combined Print & E-Book Nonfiction;15;SCARS AND STRIPES;Tim Kennedy and Nick Palmisciano;2;Autobiografía
24 de julio 2022;Combined Print & E-Book Fiction;1;WHERE THE CRAWDADS SING;delia Owens;168;Thriller
24 de julio 2022;Combined Print & E-Book Fiction;2;IT ENDS WITH US;Colleen Hoover;56;Romance
24 de julio 2022;Combined Print & E-Book Fiction;3;VERITY;Colleen Hoover;31;Thriller
24 de julio 2022;Combined Print & E-Book Fiction;4;RISING TIGER;Brad Thor;1;Drama
24 de julio 2022;Combined Print & E-Book Fiction;5;UGLY LOVE;Colleen Hoover;26;Romance
24 de julio 2022;Combined Print & E-Book Fiction;6;THE SEVEN HUSBANDS OF EVELYN HUGO;Taylor Jenkins Reid;54;Romance
24 de julio 2022;Combined Print & E-Book Fiction;7;THE HOTEL NANTUCKET;Elin Hilderbrand;4;Drama
24 de julio 2022;Combined Print & E-Book Fiction;8;BOOK LOVERS;Emily Henry;10;Romance
24 de julio 2022;Combined Print & E-Book Fiction;9;NOVEMBER 9;Colleen Hoover;16;Romance
24 de julio 2022;Combined Print & E-Book Fiction;10;EVERY SUMMER AFTER;Carley Fortune;4;Romance
24 de julio 2022;Combined Print & E-Book Fiction;11;SPARRING PARTNERS;John Grisham;6;Thriller
24 de julio 2022;Combined Print & E-Book Fiction;12;PEOPLE WE MEET ON VACATION;Emily Henry;33;Romance
24 de julio 2022;Combined Print & E-Book Fiction;13;TOMORROW, AND TOMORROW, AND TOMORROW;Gabrielle Zevin;1;Drama
24 de julio 2022;Combined Print & E-Book Fiction;14;BEACH READ;Emily Henry;8;Romance
24 de julio 2022;Combined Print & E-Book Fiction;15;COLD, COLD BONES;Kathy Reichs;1;Thriller
24 de julio 2022;Combined Print & E-Book Nonfiction;1;THE BODY KEEPS THE SCORE;Bessel Van Der Kolk;98;Autoayuda
24 de julio 2022;Combined Print & E-Book Nonfiction;2;BATTLE FOR THE AMERICAN MIND;Pete Hegseth with David Goodwin;4;Ensayo
24 de julio 2022;Combined Print & E-Book Nonfiction;3;FINDING ME;Viola Davis;11;Autobiografía
24 de julio 2022;Combined Print & E-Book Nonfiction;4;HAPPY-GO-LUCKY;David Sedaris;6;Autobiografía
24 de julio 2022;Combined Print & E-Book Nonfiction;5;KILLING THE KILLERS;Bill O'Reilly and Martin Dugard;10;Historia
24 de julio 2022;Combined Print & E-Book Nonfiction;6;WHY WE DID IT;Tim Miller;2;Política
24 de julio 2022;Combined Print & E-Book Nonfiction;7;AN INMENSE WORLD;Ed Yong;3;Ciencia
24 de julio 2022;Combined Print & E-Book Nonfiction;8;CRYING IN H MART;Michelle Zauner;41;Autobiografía
24 de julio 2022;Combined Print & E-Book Nonfiction;9;LEADERSHIP;Henry Kissinge;1;Política
24 de julio 2022;Combined Print & E-Book Nonfiction;10;BRAIDING SWEETGRASS;Robin Wall Kimmerer;44;Autoayuda
24 de julio 2022;Combined Print & E-Book Nonfiction;11;INVISIBLE STORM;Jason Kander;1;Autobiografía
24 de julio 2022;Combined Print & E-Book Nonfiction;12;THE BOMBER MAFIA;Malcom Gladwell;12;Política
24 de julio 2022;Combined Print & E-Book Nonfiction;13;ALL ABOUT LOVE;Bell Hooks;22;Autoayuda
24 de julio 2022;Combined Print & E-Book Nonfiction;14;EDUCATED;Tara Westover ;140;Autobiografía
24 de julio 2022;Combined Print & E-Book Nonfiction;15;GREENLIGHTS;Matthew McConaughey;66;Autobiografía
31 de julio  2022;Combined Print & E-Book Fiction;1;WHERE THE CRAWDADS SING;delia Owens;169;Thriller
31 de julio  2022;Combined Print & E-Book Fiction;2;IT ENDS WITH US;Colleen Hoover;57;Romance
31 de julio  2022;Combined Print & E-Book Fiction;3;VERITY;Colleen Hoover;32;Thriller
31 de julio  2022;Combined Print & E-Book Fiction;4;THE 6:20 MAN;David Baldacci;1;Drama
31 de julio  2022;Combined Print & E-Book Fiction;5;UGLY LOVE;Colleen Hoover;27;Romance
31 de julio  2022;Combined Print & E-Book Fiction;6;THE SEVEN HUSBANDS OF EVELYN HUGO;Taylor Jenkins Reid;55;Romance
31 de julio  2022;Combined Print & E-Book Fiction;7;THE IT GIRL;Ruth Ware;1;Misterio
31 de julio  2022;Combined Print & E-Book Fiction;8;THE HOTEL NANTUCKET;Elin Hilderbrand;5;Drama
31 de julio  2022;Combined Print & E-Book Fiction;9;NOVEMBER 9;Colleen Hoover;17;Romance
31 de julio  2022;Combined Print & E-Book Fiction;10;BOOK LOVERS;Emily Henry;11;Romance
31 de julio  2022;Combined Print & E-Book Fiction;11;EVERY SUMMER AFTER;Carley Fortune;5;Romance
31 de julio  2022;Combined Print & E-Book Fiction;12;PEOPLE WE MEET ON VACATION;Emily Henry;34;Romance
31 de julio  2022;Combined Print & E-Book Fiction;13;BEACH READ;Emily Henry;9;Romance
31 de julio  2022;Combined Print & E-Book Fiction;14;SPARRING PARTNERS;John Grisham;7;Thriller
31 de julio  2022;Combined Print & E-Book Fiction;15;RISING TIGER;Brad Thor;2;Drama
31 de julio  2022;Combined Print & E-Book Nonfiction;1;TANQUERAY;Stephanie Johnson and Brandon Stanton;1;Biografía
31 de julio  2022;Combined Print & E-Book Nonfiction;2;THANK YOU FOR YOUR SERVITUD; Mark Leibovich;1;Política
31 de julio  2022;Combined Print & E-Book Nonfiction;3;THE BODY KEEPS THE SCORE;Bessel Van Der Kolk;99;Autoayuda
31 de julio  2022;Combined Print & E-Book Nonfiction;4;BATTLE FOR THE AMERICAN MIND;Pete Hegseth with David Goodwin;5;Ensayo
31 de julio  2022;Combined Print & E-Book Nonfiction;5;HAPPY-GO-LUCKY;David Sedaris;7;Autobiografía
31 de julio  2022;Combined Print & E-Book Nonfiction;6;LEADERSHIP;Henry Kissinge;2;Política
31 de julio  2022;Combined Print & E-Book Nonfiction;7;FINDING ME;Viola Davis;12;Autobiografía
31 de julio  2022;Combined Print & E-Book Nonfiction;8;CRYING IN H MART;Michelle Zauner;42;Autobiografía
31 de julio  2022;Combined Print & E-Book Nonfiction;9;THEY WANT TO KILL AMERICANS;Malcolm Nance;1;Política
31 de julio  2022;Combined Print & E-Book Nonfiction;10;KILLING THE KILLERS;Bill O'Reilly and Martin Dugard;11;Historia
31 de julio  2022;Combined Print & E-Book Nonfiction;11;JAMES PATTERSON;James Patterson;5;Autobiografía
31 de julio  2022;Combined Print & E-Book Nonfiction;12;WHY WE DID IT;Tim Miller;3;Política
31 de julio  2022;Combined Print & E-Book Nonfiction;13;BRAIDING SWEETGRASS;Robin Wall Kimmerer;45;Autoayuda
31 de julio  2022;Combined Print & E-Book Nonfiction;14;AN INMENSE WORLD;Ed Yong;4;Ciencia
31 de julio  2022;Combined Print & E-Book Nonfiction;15;EDUCATED;Tara Westover ;141;Autobiografía
7 de agosto 2022 ;Combined Print & E-Book Fiction;1;WHERE THE CRAWDADS SING;delia Owens;170;Thriller
7 de agosto 2022 ;Combined Print & E-Book Fiction;2;IT ENDS WITH US;Colleen Hoover;58;Romance
7 de agosto 2022 ;Combined Print & E-Book Fiction;3;PORTRAIT OF AN UNKNOWN WOMAN;Daniel Silva;1;Drama
7 de agosto 2022 ;Combined Print & E-Book Fiction;4;VERITY;Colleen Hoover;33;Thriller
7 de agosto 2022 ;Combined Print & E-Book Fiction;5;UGLY LOVE;Colleen Hoover;28;Romance
7 de agosto 2022 ;Combined Print & E-Book Fiction;6;SHATTERED;James Patterson and James O. Born;1;Drama
7 de agosto 2022 ;Combined Print & E-Book Fiction;7;THE SEVEN HUSBANDS OF EVELYN HUGO;Taylor Jenkins Reid;56;Romance
7 de agosto 2022 ;Combined Print & E-Book Fiction;8;THE 6:20 MAN;David Baldacci;2;Drama
7 de agosto 2022 ;Combined Print & E-Book Fiction;9;NOVEMBER 9;Colleen Hoover;18;Romance
7 de agosto 2022 ;Combined Print & E-Book Fiction;10;THE HOTEL NANTUCKET;Elin Hilderbrand;6;Drama
7 de agosto 2022 ;Combined Print & E-Book Fiction;11;BOOK LOVERS;Emily Henry;12;Romance
7 de agosto 2022 ;Combined Print & E-Book Fiction;12;EVERY SUMMER AFTER;Carley Fortune;6;Romance
7 de agosto 2022 ;Combined Print & E-Book Fiction;13;GRACE UNDER FIRE;Julie Garwood;1;Drama
7 de agosto 2022 ;Combined Print & E-Book Fiction;14;THE IT GIRL;Ruth Ware;2;Misterio
7 de agosto 2022 ;Combined Print & E-Book Fiction;15;ALL YOUR PERFECTS;Colleen Hoover;5;Romance
7 de agosto 2022 ;Combined Print & E-Book Nonfiction;1;THE BODY KEEPS THE SCORE;Bessel Van Der Kolk;100;Autoayuda
7 de agosto 2022 ;Combined Print & E-Book Nonfiction;2;DIRTBAG, MASSACHUSETTS;Isaac Fitzgerals ;1;Ensayo
7 de agosto 2022 ;Combined Print & E-Book Nonfiction;3;THANK YOU FOR YOUR SERVITUD;Mark Leibovich;2;Política
7 de agosto 2022 ;Combined Print & E-Book Nonfiction;4;HAPPY-GO-LUCKY;David Sedaris;8;Autobiografía
7 de agosto 2022 ;Combined Print & E-Book Nonfiction;5;FINDING ME;Viola Davis;13;Autobiografía
7 de agosto 2022 ;Combined Print & E-Book Nonfiction;6;THEY WANT TO KILL AMERICANS;Malcom Nance;2;Política
7 de agosto 2022 ;Combined Print & E-Book Nonfiction;7;CRYING IN H MART;Michelle Zauner;43;Autobiografía
7 de agosto 2022 ;Combined Print & E-Book Nonfiction;8;BRAIDING SWEETGRASS;Robin Wall Kimmerer;46;Autoayuda
7 de agosto 2022 ;Combined Print & E-Book Nonfiction;9;JUST MERCY;Bryan Stevenson;41;Autobiografía
7 de agosto 2022 ;Combined Print & E-Book Nonfiction;10;BATTLE FOR THE AMERICAN MIND;Pete Hegseth with David Goodwin;6;Ensayo
7 de agosto 2022 ;Combined Print & E-Book Nonfiction;11;ANY GIVEN TUESDAY;Lis Smith ;1;Política
7 de agosto 2022 ;Combined Print & E-Book Nonfiction;12;BORN A CRIME;Trevor Noah;81;Autobiografía
7 de agosto 2022 ;Combined Print & E-Book Nonfiction;13;AN INMENSE WORLD;Ed Yong;5;Ciencia
7 de agosto 2022 ;Combined Print & E-Book Nonfiction;14;JAMES PATTERSON;James Patterson;6;Autoayuda
7 de agosto 2022 ;Combined Print & E-Book Nonfiction;15;ALL ABOUT LOVE;Bell Hooks;23;Autoayuda
14 de agosto 2022;Combined Print & E-Book Fiction;1;WHERE THE CRAWDADS SING;delia Owens;171;Thriller
14 de agosto 2022;Combined Print & E-Book Fiction;2;IT ENDS WITH US;Colleen Hoover;59;Romance
14 de agosto 2022;Combined Print & E-Book Fiction;3;VERITY;Colleen Hoover;34;Thriller
14 de agosto 2022;Combined Print & E-Book Fiction;4;UGLY LOVE;Colleen Hoover;29;Romance
14 de agosto 2022;Combined Print & E-Book Fiction;5;THE SEVEN HUSBANDS OF EVELYN HUGO;Taylor Jenkins Reid;57;Romance
14 de agosto 2022;Combined Print & E-Book Fiction;6;NOVEMBER 9;Colleen Hoover;19;Romance
14 de agosto 2022;Combined Print & E-Book Fiction;7;THE 6:20 MAN;David Baldacci;3;Thriller
14 de agosto 2022;Combined Print & E-Book Fiction;8;BOOK LOVERS;Emily Henry;13;Romance
14 de agosto 2022;Combined Print & E-Book Fiction;9;PORTRAIT OF AN UNKNOWN WOMAN;Daniela Silva ;2;Drama
14 de agosto 2022;Combined Print & E-Book Fiction;10;EVERY SUMMER AFTER;Carley Fortune;7;Romance
14 de agosto 2022;Combined Print & E-Book Fiction;11;THE HOTEL NANTUCKET;Elin Hilderbrand;7;Drama
14 de agosto 2022;Combined Print & E-Book Fiction;12;ALL YOUR PERFECTS;Colleen Hoover;6;Romance
14 de agosto 2022;Combined Print & E-Book Fiction;13;THE IT GIRL;Ruth Ware;3;Misterio
14 de agosto 2022;Combined Print & E-Book Fiction;14;SHATTERED;James Patterson and James O. Born;2;Misterio
14 de agosto 2022;Combined Print & E-Book Fiction;15;PEOPLE WE MEET ON VACATION;Emily Henry;35;Romance
14 de agosto 2022;Combined Print & E-Book Nonfiction;1;THE BODY KEEPS THE SCORE;Bessel Van Der Kolk;101;Autoayuda
14 de agosto 2022;Combined Print & E-Book Nonfiction;2;THE BIG LIE;Jonathan Lemire;1;Política
14 de agosto 2022;Combined Print & E-Book Nonfiction;3;HAPPY-GO-LUCKY;David Sedaris;9;Autobiografía
14 de agosto 2022;Combined Print & E-Book Nonfiction;4;FINDING ME;Viola Davis;14;Autobiografía
14 de agosto 2022;Combined Print & E-Book Nonfiction;5;THANK YOU FOR YOUR SERVITUD;Mark Leibovich;3;Política
14 de agosto 2022;Combined Print & E-Book Nonfiction;6;BRAIDING SWEETGRASS;Robin Wall Kimmerer;47;Autoayuda
14 de agosto 2022;Combined Print & E-Book Nonfiction;7;EDUCATED;Tara Westover ;142;Autobiografía
14 de agosto 2022;Combined Print & E-Book Nonfiction;8;THIS IS YOUR MIND ON PLANTS;Michael Pollan;5;Salud
14 de agosto 2022;Combined Print & E-Book Nonfiction;9;BORN A CRIME;Trevor Noah;82;Autobiografía
14 de agosto 2022;Combined Print & E-Book Nonfiction;10;CRYING IN H MART;Michelle Zauner;44;Autobiografía
14 de agosto 2022;Combined Print & E-Book Nonfiction;11;BATTLE FOR THE AMERICAN MIND;Pete Hegseth with David Goodwin;7;Ensayo
14 de agosto 2022;Combined Print & E-Book Nonfiction;12;GREENLIGHTS;Matthew McConaughey;67;Autobiografía
14 de agosto 2022;Combined Print & E-Book Nonfiction;13;KILLING THE KILLERS;Bill O'Reilly and Martin Dugard;12;Historia
14 de agosto 2022;Combined Print & E-Book Nonfiction;14;THINK AGAIN;Adam Grant;16;Autoayuda
14 de agosto 2022;Combined Print & E-Book Nonfiction;15;ALL ABOUT LOVE;Bell Hooks;24;Autoayuda
21 de agosto 2022;Combined Print & E-Book Fiction;1;WHERE THE CRAWDADS SING;delia Owens;172;Thriller
21 de agosto 2022;Combined Print & E-Book Fiction;2;IT ENDS WITH US;Colleen Hoover;60;Romance
21 de agosto 2022;Combined Print & E-Book Fiction;3;VERITY;Colleen Hoover;35;Thriller
21 de agosto 2022;Combined Print & E-Book Fiction;4;UGLY LOVE; Collen Hoover;30;Romance
21 de agosto 2022;Combined Print & E-Book Fiction;5;THE SEVEN HUSBANDS OF EVELYN HUGO;Taylor Jenkins Reid;58;Romance
21 de agosto 2022;Combined Print & E-Book Fiction;6;NOVEMBER 9;Colleen Hoover;20;Romance
21 de agosto 2022;Combined Print & E-Book Fiction;7;RECKONING;Catherine Coulter;1;Thriller
21 de agosto 2022;Combined Print & E-Book Fiction;8;THE 6:20 MAN;David Baldacci;4;Misterio
21 de agosto 2022;Combined Print & E-Book Fiction;9;EVERY SUMMER AFTER;Carley Fortune;8;Romance
21 de agosto 2022;Combined Print & E-Book Fiction;10;BLACK DOG;Stuart Woods;1;Drama
21 de agosto 2022;Combined Print & E-Book Fiction;11;ALL YOUR PERFECTS;Colleen Hoover;7;Romance
21 de agosto 2022;Combined Print & E-Book Fiction;12;BOOK LOVERS;Emily Henry;14;Romance
21 de agosto 2022;Combined Print & E-Book Fiction;13;PORTRAIT OF AN UNKNOWN WOMAN;Daniel Silva;3;Drama
21 de agosto 2022;Combined Print & E-Book Fiction;14;CONFESS;Colleen Hoover;2;Romance
21 de agosto 2022;Combined Print & E-Book Fiction;15;THE SILENT PATIENT;Alex Michaelides;47;Thriller
21 de agosto 2022;Combined Print & E-Book Nonfiction;1;THE BODY KEEPS THE SCORE;Bessel Van Der Kolk;102;Autoayuda
21 de agosto 2022;Combined Print & E-Book Nonfiction;2;FINDING ME;Viola Davis;15;Autobiografía
21 de agosto 2022;Combined Print & E-Book Nonfiction;3;THIS IS YOUR MIND ON PLANTS;Michael Pollan;6;Salud
21 de agosto 2022;Combined Print & E-Book Nonfiction;4;BRAIDING SWEETGRASS;Robin Wall Kimmerer;48;Autoayuda
21 de agosto 2022;Combined Print & E-Book Nonfiction;5;EDUCATED;Tara Westover ;143;Autobiografía
21 de agosto 2022;Combined Print & E-Book Nonfiction;6;CRYING IN H MART;Michelle Zauner;45;Autobiografía
21 de agosto 2022;Combined Print & E-Book Nonfiction;7;GREENLIGHTS;Matthew McConaughey;68;Autobiografía
21 de agosto 2022;Combined Print & E-Book Nonfiction;8;THE BIG LIE;Jonathan Lemire;2;Política
21 de agosto 2022;Combined Print & E-Book Nonfiction;9;WHAT HAPPENED TO YOU;Bruce D. Perry and Oprah Winfrey;25;Autoayuda
21 de agosto 2022;Combined Print & E-Book Nonfiction;10;ALL ABOUT LOVE;Bell Hooks;25;Autoayuda
21 de agosto 2022;Combined Print & E-Book Nonfiction;11;BORN A CRIME;Trevor Noah;83;Autobiografía
21 de agosto 2022;Combined Print & E-Book Nonfiction;12;BATTLE FOR THE AMERICAN MIND;Pete Hegseth with David Goodwin;8;Ensayo
21 de agosto 2022;Combined Print & E-Book Nonfiction;13;THINK AGAIN;Adam Grant;17;Autoayuda
21 de agosto 2022;Combined Print & E-Book Nonfiction;14;THE DEVIL IN THE WHITE CITY;Erik Larson;16;Crimen
21 de agosto 2022;Combined Print & E-Book Nonfiction;15;UNTAMED;Glennon Doyle ;85;Autobiografía
28 de agosto 2022;Combined Print & E-Book Fiction;1;WHERE THE CRAWDADS SING;delia Owens;173;Thriller
28 de agosto 2022;Combined Print & E-Book Fiction;2;IT ENDS WITH US;Colleen Hoover;61;Romance
28 de agosto 2022;Combined Print & E-Book Fiction;3;VERITY;Colleen Hoover;36;Thriller
28 de agosto 2022;Combined Print & E-Book Fiction;4;UGLY LOVE;Colleen Hoover;31;Romance
28 de agosto 2022;Combined Print & E-Book Fiction;5;THE SEVEN HUSBANDS OF EVELYN HUGO;Taylor Jenkins Reid;59;Romance
28 de agosto 2022;Combined Print & E-Book Fiction;6;NOVEMBER 9;Colleen Hoover;21;Romance
28 de agosto 2022;Combined Print & E-Book Fiction;7;ALL YOUR PERFECTS;Colleen Hoover;8;Romance
28 de agosto 2022;Combined Print & E-Book Fiction;8;THE 6:20 MAN;David Baldacci;5;Misterio
28 de agosto 2022;Combined Print & E-Book Fiction;9;BOOK LOVERS;Emily Henry;15;Romance
28 de agosto 2022;Combined Print & E-Book Fiction;10;EVERY SUMMER AFTER;Carley Fortune;9;Romance
28 de agosto 2022;Combined Print & E-Book Fiction;11;PEOPLE WE MEET ON VACATION;Emily Henry;36;Romance
28 de agosto 2022;Combined Print & E-Book Fiction;12;HEAT 2;Michael Mann and Meg Gardiner;1;Thriller
28 de agosto 2022;Combined Print & E-Book Fiction;13;THE SILENT PATIENT;Alex Michaelides;48;Thriller
28 de agosto 2022;Combined Print & E-Book Fiction;14;MAYBE SOMEDAY;Colleen Hoover;2;Romance
28 de agosto 2022;Combined Print & E-Book Fiction;15;THE FAMILY REMAINS;Lisa Jewell;1;Misterio
28 de agosto 2022;Combined Print & E-Book Nonfiction;1;I'M GLAD MY MOM DIED;Jennette McCurdy;1;Autobiografía
28 de agosto 2022;Combined Print & E-Book Nonfiction;2;THE BODY KEEPS THE SCORE;Bessel Van Der Kolk;103;Autoayuda
28 de agosto 2022;Combined Print & E-Book Nonfiction;3;PATH LIT BY LIGHTNING;David Maraniss;1;Biografía
28 de agosto 2022;Combined Print & E-Book Nonfiction;4;THE DESTRUCTIONISTS;Dana Milbank;1;Política
28 de agosto 2022;Combined Print & E-Book Nonfiction;5;BRAIDING SWEETGRASS;Robin Wall Kimmerer;49;Autoayuda
28 de agosto 2022;Combined Print & E-Book Nonfiction;6;CRYING IN H MART;Michelle Zauner;46;Autobiografía
28 de agosto 2022;Combined Print & E-Book Nonfiction;7;FINDING ME;Viola Davis;16;Autobiografía
28 de agosto 2022;Combined Print & E-Book Nonfiction;8;THE DEVIL IN THE WHITE CITY;Erik Larson;17;Crimen
28 de agosto 2022;Combined Print & E-Book Nonfiction;9;EDUCATED;Tara Westover ;144;Autobiografía
28 de agosto 2022;Combined Print & E-Book Nonfiction;10;LIFE ON THE MISSISSIPPI;Rinker Buck;1;Autobiografía
28 de agosto 2022;Combined Print & E-Book Nonfiction;11;EXISTENTIAL PHYSICS;Sabine Hossenfelde;1;Ciencia
28 de agosto 2022;Combined Print & E-Book Nonfiction;12;THIS IS YOUR MIND ON PLANTS;Michael Pollan;7;Salud
28 de agosto 2022;Combined Print & E-Book Nonfiction;13;AMERICA, A REDEMPTION STORY;Tim Scott with Joel N. Clark;1;Política
28 de agosto 2022;Combined Print & E-Book Nonfiction;14;BORN A CRIME;Trevor Noah;84;Autoayuda
28 de agosto 2022;Combined Print & E-Book Nonfiction;15;SHY;Mary Rodgers and Jesse Green;1;Autoayuda
4 de septiembre 2022;Combined Print & E-Book Fiction;1;WHERE THE CRAWDADS SING;delia Owens;174;Thriller
4 de septiembre 2022;Combined Print & E-Book Fiction;2;IT ENDS WITH US;Colleen Hoover;62;Romance
4 de septiembre 2022;Combined Print & E-Book Fiction;3;VERITY;Colleen Hoover;37;Thriller
4 de septiembre 2022;Combined Print & E-Book Fiction;4;UGLY LOVE;Colleen Hoover;32;Romance
4 de septiembre 2022;Combined Print & E-Book Fiction;5;ALL GOOD PEOPLE HERE; Ashley Flowers with Alex Kiester;1;Misterio
4 de septiembre 2022;Combined Print & E-Book Fiction;6;THE SEVEN HUSBANDS OF EVELYN HUGO;Taylor Jenkins Reid;60;Romance
4 de septiembre 2022;Combined Print & E-Book Fiction;7;NOVEMBER 9;Colleen Hoover;22;Romance
4 de septiembre 2022;Combined Print & E-Book Fiction;8;THE CHALLENGE;Danielle Steel;1;Misterio
4 de septiembre 2022;Combined Print & E-Book Fiction;9;OVERKILL;Sandra Brown;1;Drama
4 de septiembre 2022;Combined Print & E-Book Fiction;10;ALL YOUR PERFECTS;Colleen Hoover;9;Romance
4 de septiembre 2022;Combined Print & E-Book Fiction;11;BOOK LOVERS;Emily Henry;16;Romance
